Nonnative index,Native index,Nonnative score,Native score
1870,1779,-47.56,-59.65
1871,1948,-47.52,-50.76
1872,1973,-47.5,-47.29
1873,1795,-47.5,-59.06
1874,1907,-47.46,-54.19
1875,1822,-47.41,-58.36
1876,1982,-47.26,-44.39
1877,1483,-47.22,-65.78
1878,1905,-47.19,-54.36
1879,1970,-47.09,-48.34
1880,1854,-47.04,-57.03
1881,1917,-47.02,-53.43
1882,1978,-46.95,-45.64
1883,1765,-46.92,-60.2
1884,1965,-46.87,-49.02
1885,1956,-46.82,-49.84
1886,1889,-46.79,-55.18
1887,1885,-46.81,-55.51
1888,1927,-46.78,-52.88
1889,1791,-46.7,-59.21
1890,1828,-46.62,-58.21
1891,1946,-46.62,-50.85
1892,1960,-46.55,-49.43
1893,1924,-46.55,-53.09
1894,1625,-46.48,-63.35
1895,1951,-46.43,-50.35
1896,1856,-46.33,-57.01
1897,1857,-46.33,-56.86
1898,1886,-46.3,-55.49
1899,1700,-46.26,-61.78
1900,1958,-46.22,-49.76
1901,1976,-46.17,-46.5
1902,1911,-46.16,-53.81
1903,1963,-46.08,-49.13
1904,1818,-46.09,-58.46
1905,1981,-45.98,-45.16
1906,1773,-45.78,-59.86
1907,1945,-45.72,-51.17
1908,1957,-45.68,-49.79
1909,1876,-45.62,-55.75
1910,1940,-45.48,-51.92
1911,1984,-45.31,-44.19
1912,1918,-45.3,-53.35
1913,1923,-45.17,-53.13
1914,1623,-45.03,-63.4
1915,1953,-44.34,-50.2
1916,1926,-44.08,-52.92
1917,1845,-43.92,-57.36
1918,1986,-43.73,-43.31
1919,1922,-43.5,-53.15
1920,1908,-43.38,-54.08
1921,1919,-43.31,-53.31
1922,1601,-43.31,-63.77
1923,1980,-43.02,-45.33
1924,1944,-42.86,-51.21
1925,1974,-42.53,-47.2
1926,1931,-42.4,-52.76
1927,1992,-42.4,-40.3
1928,1961,-42.06,-49.31
1929,1977,-41.56,-45.96
1930,1987,-41.34,-43.06
1931,1968,-41.29,-48.75
1932,1964,-41.08,-49.03
1933,1895,-40.87,-54.92
1934,1921,-40.86,-53.2
1935,1989,-39.49,-42.35
1936,1991,-39.22,-41.72
1937,1985,-35.88,-44.14
1938,1988,-35.75,-42.87
1939,1996,-33.17,-34.97
1940,1998,-31.15,-31.62
1941,1997,-30.64,-32.08
1942,1993,-25.3,-37.26
1943,1995,-23.09,-35.79
1944,2000,-21.05,-22.89
1945,1999,-20.59,-24.92
1946,1567,0.0,-64.37
1947,1460,0.0,-66.06
1948,1201,0.0,-70.18
1949,1826,0.0,-58.31
1950,1888,0.0,-55.27
1951,1913,0.0,-53.7
1952,1959,0.0,-49.5
1953,1347,0.0,-67.85
1954,1527,0.0,-65.04
1955,1373,0.0,-67.6
1956,1446,0.0,-66.46
1957,1994,0.0,-36.62
1958,1971,0.0,-47.88
1959,1178,0.0,-70.52
1960,850,0.0,-75.77
1961,799,0.0,-76.59
1962,1840,0.0,-57.72
1963,1330,0.0,-68.08
1964,2001,0.0,0.0
1965,1796,0.0,-59.03
1966,860,0.0,-75.6
1967,436,0.0,-83.21
1968,722,0.0,-77.71
1969,785,0.0,-76.77
1970,1298,0.0,-68.59
1971,933,0.0,-74.39
1972,1416,0.0,-67.03
1973,1638,0.0,-63.0
1974,1341,0.0,-67.99
1975,743,0.0,-77.42
1976,560,0.0,-80.88
1977,1609,0.0,-63.73
1978,1696,0.0,-61.89
1979,1930,0.0,-52.84
1980,1990,0.0,-41.78
1981,836,0.0,-76.05
1982,673,0.0,-78.74
1983,1417,0.0,-66.98
1984,1087,0.0,-71.92
1985,480,0.0,-82.41
1986,1143,0.0,-71.09
1987,1065,0.0,-72.41
1988,1323,0.0,-68.17
1989,957,0.0,-73.89
1990,1847,0.0,-57.37
1991,1033,0.0,-72.8
1992,773,0.0,-77.0
1993,1887,0.0,-55.3
1994,450,0.0,-83.01
1995,1449,0.0,-66.26
1996,1443,0.0,-66.54
1997,1975,0.0,-47.11
1998,1861,0.0,-56.37
1999,1864,0.0,-56.22
2000,1502,0.0,-65.58
2001,1943,0.0,-51.65
2002,2012,0.0,0.0
2003,2034,0.0,0.0
2004,2007,0.0,0.0
2005,2020,0.0,0.0
2006,2041,0.0,0.0
2007,2055,0.0,0.0
2008,2003,0.0,0.0
2009,2009,0.0,0.0
2010,2043,0.0,0.0
2011,2011,0.0,0.0
2012,2006,0.0,0.0
2013,2013,0.0,0.0
2014,2027,0.0,0.0
2015,2025,0.0,0.0
2016,2038,0.0,0.0
2017,2018,0.0,0.0
2018,2037,0.0,0.0
2019,2015,0.0,0.0
2020,2045,0.0,0.0
2021,2047,0.0,0.0
2022,2026,0.0,0.0
2023,2010,0.0,0.0
2024,2053,0.0,0.0
2025,2008,0.0,0.0
2026,2017,0.0,0.0
2027,2050,0.0,0.0
2028,2014,0.0,0.0
2029,2036,0.0,0.0
2030,2005,0.0,0.0
2031,2030,0.0,0.0
2032,2031,0.0,0.0
2033,2052,0.0,0.0
2034,2051,0.0,0.0
2035,2004,0.0,0.0
2036,2035,0.0,0.0
2037,2056,0.0,0.0
2038,2016,0.0,0.0
2039,2040,0.0,0.0
2040,2048,0.0,0.0
2041,2033,0.0,0.0
2042,2054,0.0,0.0
2043,2044,0.0,0.0
2044,2002,0.0,0.0
2045,2019,0.0,0.0
2046,2021,0.0,0.0
2047,2042,0.0,0.0
2048,2032,0.0,0.0
2049,2024,0.0,0.0
2050,2049,0.0,0.0
2051,2022,0.0,0.0
2052,2028,0.0,0.0
2053,2046,0.0,0.0
2054,2039,0.0,0.0
2055,2023,0.0,0.0
2056,2029,0.0,0.0
